seed,action,scenario,estimate
150,2,both_miss,-0.014653309455860951
151,0,correct,-0.015424964231366885
151,0,m_miss,-0.014723242586371844
151,0,e_miss,-0.015187685571809243
151,0,both_miss,-0.016836745335050647
151,1,correct,-0.012179435604476306
151,1,m_miss,-0.0256956293590808
151,1,e_miss,-0.01549760432059896
151,1,both_miss,-0.030573178219359023
151,2,correct,-0.012958837841073389
151,2,m_miss,-0.015470523996826378
151,2,e_miss,-0.017502750952095737
151,2,both_miss,-0.025111570071303508
152,0,correct,-0.009784691932061084
152,0,m_miss,-0.011775045815959381
152,0,e_miss,-0.01263998911760081
152,0,both_miss,-0.01749177503766505
152,1,correct,-0.021237956802028966
152,1,m_miss,-0.0189790239648765
152,1,e_miss,-0.020772625712986367
152,1,both_miss,-0.02767284500724872
152,2,correct,-0.01291695528766746
152,2,m_miss,-0.02100219562352687
152,2,e_miss,-0.015564066222706263
152,2,both_miss,-0.01832374363608825
153,0,correct,-0.026739793634469173
153,0,m_miss,-0.02712167688346688
153,0,e_miss,-0.026020347165716235
153,0,both_miss,-0.030353334908288628
153,1,correct,-0.02308959378025221
153,1,m_miss,-0.029432154340725606
153,1,e_miss,-0.02659074000916364
153,1,both_miss,-0.030180448949620565
153,2,correct,-0.01690618317588999
153,2,m_miss,-0.03316384507770833
153,2,e_miss,-0.03663693147015287
153,2,both_miss,-0.03362692973653182
154,0,correct,-0.01294589835216301
154,0,m_miss,-0.017387707388130953
154,0,e_miss,-0.018728120291388525
154,0,both_miss,-0.011614814641370376
154,1,correct,-0.013291361322442486
154,1,m_miss,-0.011796729243440498
154,1,e_miss,-0.013897247426288664
154,1,both_miss,-0.013743023463114906
154,2,correct,-0.004702804146562309
154,2,m_miss,-0.01581063276838498
154,2,e_miss,-0.008148611953737247
154,2,both_miss,-0.01485273794000664
155,0,correct,-0.015019768400683734
155,0,m_miss,-0.023550107119617227
155,0,e_miss,-0.016047831150843538
155,0,both_miss,-0.018125235899625888
155,1,correct,-0.02114823988218782
155,1,m_miss,-0.022951606928799457
155,1,e_miss,-0.027757551333178303
155,1,both_miss,-0.027919164174413102
155,2,correct,-0.022613194083883317
155,2,m_miss,-0.021863755864815124
155,2,e_miss,-0.02209482277678972
155,2,both_miss,-0.027001318286067902
156,0,correct,-0.011880812717873532
156,0,m_miss,-0.014183087271041459
156,0,e_miss,-0.013814055951203398
156,0,both_miss,-0.01748356435910592
156,1,correct,-0.0007542897536776656
156,1,m_miss,-0.003571114873116241
156,1,e_miss,0.0017047657794026407
156,1,both_miss,-0.0075327851627337095
156,2,correct,-0.003881591003595058
156,2,m_miss,-0.0029042843709077754
156,2,e_miss,-0.00784038471149441
156,2,both_miss,-0.007242323160104478
157,0,correct,-0.017174403427994665
157,0,m_miss,-0.029195676509163212
157,0,e_miss,-0.032012466742605446
157,0,both_miss,-0.03824872965627768
157,1,correct,-0.022173000797109238
157,1,m_miss,-0.027294320080831876
157,1,e_miss,-0.027062558329017702
157,1,both_miss,-0.03558451370115481
157,2,correct,-0.019549916324656327
157,2,m_miss,-0.019628951456213097
157,2,e_miss,-0.018365651485563447
157,2,both_miss,-0.023616576549335563
158,0,correct,-0.029863361850613244
158,0,m_miss,-0.033212967189509376
158,0,e_miss,-0.03136029667610768
158,0,both_miss,-0.03170999591421073
158,1,correct,-0.026535172144732458
158,1,m_miss,-0.02469288409982729
158,1,e_miss,-0.030836062574916036
158,1,both_miss,-0.02761721269842489
158,2,correct,-0.03624094376730287
158,2,m_miss,-0.040022100165074896
158,2,e_miss,-0.03421526199012781
158,2,both_miss,-0.03569837868859789
159,0,correct,-0.02781210921343894
159,0,m_miss,-0.030180003852436424
159,0,e_miss,-0.03154368644130918
159,0,both_miss,-0.033603100309066214
159,1,correct,-0.022872777650054046
159,1,m_miss,-0.02476566204392417
159,1,e_miss,-0.02255006152539113
159,1,both_miss,-0.0283674610553403
159,2,correct,-0.01969980463395431
159,2,m_miss,-0.029016986779864033
159,2,e_miss,-0.030917442583096512
159,2,both_miss,-0.03441045067425273
160,0,correct,0.0005277225411921607
160,0,m_miss,-0.0018788703351227977
160,0,e_miss,-0.011750071721491825
160,0,both_miss,-0.017722633643105886
160,1,correct,-0.007457817906590713
160,1,m_miss,-0.010455558620924142
160,1,e_miss,-0.008814236976358625
160,1,both_miss,-0.010498457712505722
160,2,correct,-0.010313860738231696
160,2,m_miss,-0.013069745608451018
160,2,e_miss,-0.013910254011805838
160,2,both_miss,-0.016045492191301268
161,0,correct,-0.02107888225074924
161,0,m_miss,-0.020368555957921503
161,0,e_miss,-0.024556525722196788
161,0,both_miss,-0.02032078897926387
161,1,correct,-0.019703718354438522
161,1,m_miss,-0.020825973614981393
161,1,e_miss,-0.017950439842666994
161,1,both_miss,-0.020401669518375746
161,2,correct,-0.017187627498599117
161,2,m_miss,-0.021119898779955005
161,2,e_miss,-0.02205900905847481
161,2,both_miss,-0.025028581201253213
162,0,correct,-0.017163852370408107
162,0,m_miss,-0.02511366065830728
162,0,e_miss,-0.01646692250114271
162,0,both_miss,-0.0233178656097282
162,1,correct,-0.01419693953744466
162,1,m_miss,-0.0183230278733328
162,1,e_miss,-0.015234404223080861
162,1,both_miss,-0.01499251283318693
162,2,correct,-0.014881209347082721
162,2,m_miss,-0.030434480204216158
162,2,e_miss,-0.022927342694253963
162,2,both_miss,-0.023353021438741454
163,0,correct,-0.007882638307038769
163,0,m_miss,-0.009286534888208535
163,0,e_miss,-0.010510791316004036
163,0,both_miss,-0.010386502766515081
163,1,correct,-0.008290308895530885
163,1,m_miss,-0.016826488553633792
163,1,e_miss,-0.015043435450506461
163,1,both_miss,-0.025371955977519213
163,2,correct,-0.009902178484298968
163,2,m_miss,-0.01623932304117595
163,2,e_miss,-0.01564812771127438
163,2,both_miss,-0.02089743092396283
164,0,correct,-0.002381350829158769
164,0,m_miss,-0.0022505235684930442
164,0,e_miss,-0.002908076906279507
164,0,both_miss,-0.01430034252952182
164,1,correct,-0.009156361401179735
164,1,m_miss,-0.011825267880791782
164,1,e_miss,-0.010870541700206102
164,1,both_miss,-0.016580559666372816
164,2,correct,-0.00565779209135344
164,2,m_miss,-0.010981255356522524
164,2,e_miss,-0.008723764386739719
164,2,both_miss,-0.011162243653698353
165,0,correct,-0.03016372328266538
165,0,m_miss,-0.028363590304597158
165,0,e_miss,-0.03383467803515978
165,0,both_miss,-0.035053897912645675
165,1,correct,-0.03252847183335205
165,1,m_miss,-0.03628955036445829
165,1,e_miss,-0.03246449655536823
165,1,both_miss,-0.03894836625901551
165,2,correct,-0.031070273442275798
165,2,m_miss,-0.0326672048464611
165,2,e_miss,-0.035876972951683385
165,2,both_miss,-0.03814703621229971
166,0,correct,-0.018894913091283022
166,0,m_miss,-0.02398132266191906
166,0,e_miss,-0.02262921833416943
166,0,both_miss,-0.02174175818614265
166,1,correct,-0.028328870095759687
166,1,m_miss,-0.03403050967065554
166,1,e_miss,-0.0320226462271644
166,1,both_miss,-0.03280821743840317
166,2,correct,-0.018531410192091317
166,2,m_miss,-0.022040235539030905
166,2,e_miss,-0.019537943420902783
166,2,both_miss,-0.024061646009835347
167,0,correct,-0.011818057420562588
167,0,m_miss,-0.01837093550468551
167,0,e_miss,-0.0152285665698231
167,0,both_miss,-0.020091148775481075
167,1,correct,-0.013412150702939326
167,1,m_miss,-0.01847784254233528
167,1,e_miss,-0.01643118584524422
167,1,both_miss,-0.019208803629933196
167,2,correct,-0.017200355832554897
167,2,m_miss,-0.0250589440569652
167,2,e_miss,-0.023589015405627214
167,2,both_miss,-0.027403572886481674
168,0,correct,-0.009946119693133889
168,0,m_miss,-0.015610956813617464
168,0,e_miss,-0.026705563247681266
168,0,both_miss,-0.027298923516394392
168,1,correct,-0.013130599118953023
168,1,m_miss,-0.017607791778797382
168,1,e_miss,-0.01740457875244594
168,1,both_miss,-0.018808034330133044
168,2,correct,-0.012497749223308539
168,2,m_miss,-0.012579854705833688
168,2,e_miss,-0.01735992655509127
168,2,both_miss,-0.018822689663254455
169,0,correct,-0.014531760027804203
169,0,m_miss,-0.01464632306320073
169,0,e_miss,-0.01833610656406074
169,0,both_miss,-0.01836618330439432
169,1,correct,-0.0141031914406133
169,1,m_miss,-0.02024094100249067
169,1,e_miss,-0.024054553120714157
169,1,both_miss,-0.025673840444403986
169,2,correct,-0.008376072721284433
169,2,m_miss,-0.016194551297010876
169,2,e_miss,-0.015309727958009821
169,2,both_miss,-0.024141246258701867
170,0,correct,-0.021864723041426143
170,0,m_miss,-0.017292149579342143
170,0,e_miss,-0.019807273606785
170,0,both_miss,-0.01856940374969029
170,1,correct,-0.02908345263933786
170,1,m_miss,-0.02822475390140565
170,1,e_miss,-0.028177954160852392
170,1,both_miss,-0.03054793585070942
170,2,correct,-0.02004560867008063
170,2,m_miss,-0.021192019119329226
170,2,e_miss,-0.023399648417323934
170,2,both_miss,-0.026564426206269014
171,0,correct,-0.027611316898815
171,0,m_miss,-0.03580537838571743
171,0,e_miss,-0.02649597295563496
171,0,both_miss,-0.03800987442658459
171,1,correct,-0.032174285501000786
171,1,m_miss,-0.02549333566962681
171,1,e_miss,-0.027948056202741465
171,1,both_miss,-0.022219523710485755
171,2,correct,-0.023148035365128942
171,2,m_miss,-0.027286063111685483
171,2,e_miss,-0.025259720312750557
171,2,both_miss,-0.027720715263916822
172,0,correct,-0.014518388954943732
172,0,m_miss,-0.020203148131555507
172,0,e_miss,-0.01688310796596655
172,0,both_miss,-0.021961435318251763
172,1,correct,-0.02296146799810797
172,1,m_miss,-0.026195316387088077
172,1,e_miss,-0.023623761732654625
172,1,both_miss,-0.02526687100619763
172,2,correct,-0.012955747069202848
172,2,m_miss,-0.026463923450446798
172,2,e_miss,-0.026931684613012555
172,2,both_miss,-0.01902386696630827
173,0,correct,-0.016659269633199518
173,0,m_miss,-0.021247128353713472
173,0,e_miss,-0.017995583693553408
173,0,both_miss,-0.018241076926839503
173,1,correct,-0.017767451870430297
173,1,m_miss,-0.017565765650945933
173,1,e_miss,-0.028195179721240946
173,1,both_miss,-0.03539011845032196
173,2,correct,-0.01604332588086297
173,2,m_miss,-0.018373498621864062
173,2,e_miss,-0.01973962070423054
173,2,both_miss,-0.028493444330756346
174,0,correct,-0.023299734462853713
174,0,m_miss,-0.03342637001452977
174,0,e_miss,-0.03572960615702473
174,0,both_miss,-0.03698848750776676
174,1,correct,-0.02872475740859025
174,1,m_miss,-0.03410839337806768
174,1,e_miss,-0.028472964012360966
174,1,both_miss,-0.035997414566087196
174,2,correct,-0.02336394962191503
174,2,m_miss,-0.03061485407794332
174,2,e_miss,-0.030345048333076437
174,2,both_miss,-0.030506232109063593
175,0,correct,-0.01339694166957843
175,0,m_miss,-0.01845419667514274
175,0,e_miss,-0.014840195334463792
175,0,both_miss,-0.01954663856219577
175,1,correct,-0.006535331447884252
175,1,m_miss,-0.0004965144507885042
175,1,e_miss,-0.00873202264478969
175,1,both_miss,-0.008003283939478984
175,2,correct,-0.003656761341588625
175,2,m_miss,-0.008991321891614213
175,2,e_miss,-0.00852245403179894
175,2,both_miss,-0.013523126473716394
176,0,correct,-0.018721202396752942
176,0,m_miss,-0.01809076590271163
176,0,e_miss,-0.017884481472262178
176,0,both_miss,-0.018874845284027587
176,1,correct,-0.019882538692153562
176,1,m_miss,-0.026116491660235556
176,1,e_miss,-0.023610694893911138
176,1,both_miss,-0.02718923345179549
176,2,correct,-0.027419703074511182
176,2,m_miss,-0.03621641449768872
176,2,e_miss,-0.030643648334821773
176,2,both_miss,-0.048354460043899476
177,0,correct,-0.010631569904428127
177,0,m_miss,-0.012469305278788088
177,0,e_miss,-0.011234105888152393
177,0,both_miss,-0.01613849426968549
177,1,correct,-0.012215446270540688
177,1,m_miss,-0.014004785807744372
177,1,e_miss,-0.013243148400196745
177,1,both_miss,-0.013290997552199644
177,2,correct,-0.012027452180862715
177,2,m_miss,-0.012883669712944374
177,2,e_miss,-0.01565953265457299
177,2,both_miss,-0.021078458969852082
178,0,correct,-0.010623610608356907
178,0,m_miss,-0.011704511692374391
178,0,e_miss,-0.013643850865857439
178,0,both_miss,-0.014393472372925022
178,1,correct,-0.018853305570888355
178,1,m_miss,-0.01811233894512834
178,1,e_miss,-0.01759059438740883
178,1,both_miss,-0.017260318721914872
178,2,correct,-0.008144038889371256
178,2,m_miss,-0.006547379269394625
178,2,e_miss,-0.007850616028410444
178,2,both_miss,-0.014266503433839322
179,0,correct,-0.02072244156797404
179,0,m_miss,-0.020623715921685958
179,0,e_miss,-0.024371291748965882
179,0,both_miss,-0.025530477973048374
179,1,correct,-0.014072200829686838
179,1,m_miss,-0.016401059207381677
179,1,e_miss,-0.015732932574634425
179,1,both_miss,-0.017452200651700504
179,2,correct,-0.011577754962878264
179,2,m_miss,-0.01854958273360714
179,2,e_miss,-0.018990072741264224
179,2,both_miss,-0.024486245139026315
180,0,correct,-0.007269236612247165
180,0,m_miss,-0.02247397224426443
180,0,e_miss,-0.014417522074275265
180,0,both_miss,-0.025685521055676015
180,1,correct,-0.017864138662398308
180,1,m_miss,-0.018775975234808354
180,1,e_miss,-0.016313822632651877
180,1,both_miss,-0.018522287162154906
180,2,correct,-0.01575195234329942
180,2,m_miss,-0.021357364920719445
180,2,e_miss,-0.017268529905765287
180,2,both_miss,-0.02160110638815691
181,0,correct,-0.024048402502091854
181,0,m_miss,-0.02913674933376992
181,0,e_miss,-0.026453330586722446
181,0,both_miss,-0.02634232350627791
181,1,correct,-0.020893548160201447
181,1,m_miss,-0.02020169667272601
181,1,e_miss,-0.021377505483263552
181,1,both_miss,-0.019964609819981882
181,2,correct,-0.018559774671554643
181,2,m_miss,-0.026472555256058114
181,2,e_miss,-0.021871413152807412
181,2,both_miss,-0.029436574855051686
182,0,correct,-0.010792045248976603
182,0,m_miss,-0.01298993136545554
182,0,e_miss,-0.021032884677139894
182,0,both_miss,-0.022435438451912624
182,1,correct,-0.0113712113324084
182,1,m_miss,-0.012092104208564953
182,1,e_miss,-0.013545088399769773
182,1,both_miss,-0.017873180460511055
182,2,correct,-0.02006416121799965
182,2,m_miss,-0.023699164863413304
182,2,e_miss,-0.01996644799706945
182,2,both_miss,-0.026762042735572117
183,0,correct,-0.042007290129723686
183,0,m_miss,-0.04673712059717012
183,0,e_miss,-0.04392327896983355
183,0,both_miss,-0.04503900537642209
183,1,correct,-0.0381831286967006
183,1,m_miss,-0.034150510535914474
183,1,e_miss,-0.0372497475952795
183,1,both_miss,-0.03949330091661134
183,2,correct,-0.033190998542076654
183,2,m_miss,-0.032998607476326075
183,2,e_miss,-0.040709189529410654
183,2,both_miss,-0.04484790698346305
184,0,correct,-0.015234384754265185
184,0,m_miss,-0.007821520905715054
184,0,e_miss,-0.005837033206659606
184,0,both_miss,-0.0085407045326877
184,1,correct,-0.015099290909489034
184,1,m_miss,-0.01674110920579236
184,1,e_miss,-0.017502505873338136
184,1,both_miss,-0.01731270388971692
184,2,correct,-0.019356336198294313
184,2,m_miss,-0.02330812226915752
184,2,e_miss,-0.024521233489739197
184,2,both_miss,-0.029446809267260506
185,0,correct,-0.004887379720048911
185,0,m_miss,-0.0054055654827642975
185,0,e_miss,-0.005257766641452829
185,0,both_miss,-0.008261418813123358
185,1,correct,-0.0046907514024047215
185,1,m_miss,-0.015259616706877628
185,1,e_miss,-0.0063032552122101
185,1,both_miss,-0.015869851206494773
185,2,correct,0.0012901916717288449
185,2,m_miss,-0.004853955399597611
185,2,e_miss,-5.739285223495635e-05
185,2,both_miss,-0.003758939323490283
186,0,correct,-0.024257416111672148
186,0,m_miss,-0.030904671902379607
186,0,e_miss,-0.03445368573765365
186,0,both_miss,-0.037373026607088085
186,1,correct,-0.027580916550553825
186,1,m_miss,-0.029280147799415953
186,1,e_miss,-0.03063003600600157
186,1,both_miss,-0.029075541211856477
186,2,correct,-0.02514765555392431
186,2,m_miss,-0.029830346408410667
186,2,e_miss,-0.025953353289826994
186,2,both_miss,-0.022140782343029804
187,0,correct,-0.012435063116486797
187,0,m_miss,-0.012719334665634982
187,0,e_miss,-0.017673466720006283
187,0,both_miss,-0.016753766117689455
187,1,correct,-0.015084439709867252
187,1,m_miss,-0.013513355298016299
187,1,e_miss,-0.014455297669669909
187,1,both_miss,-0.022032713807505384
187,2,correct,-0.012462651628630606
187,2,m_miss,-0.023045466048086414
187,2,e_miss,-0.0255499427815946
187,2,both_miss,-0.021152134121403612
188,0,correct,-0.025232113309672562
188,0,m_miss,-0.024175248061670464
188,0,e_miss,-0.024117112197317332
188,0,both_miss,-0.027041480232092123
188,1,correct,-0.02070229114383759
188,1,m_miss,-0.027888991418506412
188,1,e_miss,-0.021443980481532544
188,1,both_miss,-0.01601598858383703
188,2,correct,-0.01978891789362751
188,2,m_miss,-0.023322683419052324
188,2,e_miss,-0.023866590183712
188,2,both_miss,-0.021477519597496605
189,0,correct,0.0002898045760047219
189,0,m_miss,-0.0016262622769719869
189,0,e_miss,-0.00786621380257845
189,0,both_miss,-0.004233821398059412
189,1,correct,0.0020871696620480946
189,1,m_miss,-0.0032470040912861322
189,1,e_miss,-0.002547181956999444
189,1,both_miss,-0.005275067398610368
189,2,correct,-0.001571426440024902
189,2,m_miss,-0.007098688614285424
189,2,e_miss,-0.003550134773000935
189,2,both_miss,-0.014628200596078519
190,0,correct,-0.01581872731452292
190,0,m_miss,-0.019216290931519227
190,0,e_miss,-0.02003731458961525
190,0,both_miss,-0.021944762939894214
190,1,correct,-0.02898380175860374
190,1,m_miss,-0.030400360991367562
190,1,e_miss,-0.03266496184502796
190,1,both_miss,-0.039052955238896105
190,2,correct,-0.02107761236613928
190,2,m_miss,-0.02325889471663873
190,2,e_miss,-0.021509988580634878
190,2,both_miss,-0.021975105647052334
191,0,correct,-0.012167877894567993
191,0,m_miss,-0.01589026635800694
191,0,e_miss,-0.016101444973994572
191,0,both_miss,-0.01937706515263817
191,1,correct,-0.012151648016571499
191,1,m_miss,-0.015312751620691654
191,1,e_miss,-0.016357227590156204
191,1,both_miss,-0.017486665295527042
191,2,correct,-0.0067795689278677355
191,2,m_miss,-0.01961629030307064
191,2,e_miss,-0.016115945609946933
191,2,both_miss,-0.019201516898277236
192,0,correct,-0.011990435726348558
192,0,m_miss,-0.01921709910791927
192,0,e_miss,-0.017971927702349844
192,0,both_miss,-0.013655156376939464
192,1,correct,-0.015616360087944736
192,1,m_miss,-0.016552472462811555
192,1,e_miss,-0.017887921296753335
192,1,both_miss,-0.01770810333014931
192,2,correct,-0.012790012102806335
192,2,m_miss,-0.022170178683253314
192,2,e_miss,-0.012942389364063101
192,2,both_miss,-0.013882058998900097
193,0,correct,-0.012832155541031625
193,0,m_miss,-0.008048194544404832
193,0,e_miss,-0.01970343199773169
193,0,both_miss,-0.01938074293597126
193,1,correct,-0.015283577628275495
193,1,m_miss,-0.008103374806378474
193,1,e_miss,-0.027430065957058814
193,1,both_miss,-0.008793908375467138
193,2,correct,-0.01681044498060912
193,2,m_miss,-0.025476321480651678
193,2,e_miss,-0.024267436585365953
193,2,both_miss,-0.030484299830498073
194,0,correct,-0.023263051381336653
194,0,m_miss,-0.03339558564270941
194,0,e_miss,-0.03213202576550257
194,0,both_miss,-0.03186096525405388
194,1,correct,-0.021630136048022164
194,1,m_miss,-0.02169944092670002
194,1,e_miss,-0.022345271531652527
194,1,both_miss,-0.026200113803375984
194,2,correct,-0.02331833990337866
194,2,m_miss,-0.01895398813009705
194,2,e_miss,-0.017730693922135412
194,2,both_miss,-0.023461435258240033
195,0,correct,-0.011907261056185095
195,0,m_miss,-0.01796191368466719
195,0,e_miss,-0.017847213976401207
195,0,both_miss,-0.01934450905060156
195,1,correct,-0.014066272712433294
195,1,m_miss,-0.023116750153438316
195,1,e_miss,-0.02033155773100406
195,1,both_miss,-0.028290046821582905
195,2,correct,-0.009536157428324874
195,2,m_miss,-0.014654582229666459
195,2,e_miss,-0.020212180909611698
195,2,both_miss,-0.015742232976190842
196,0,correct,-0.025530931663519142
196,0,m_miss,-0.031177626515924636
196,0,e_miss,-0.029785018262986143
196,0,both_miss,-0.033009096626010856
196,1,correct,-0.014106134381623826
196,1,m_miss,-0.01567172264649367
196,1,e_miss,-0.015192403783518483
196,1,both_miss,-0.019378456384957797
196,2,correct,-0.016905992177545362
196,2,m_miss,-0.01684001951300769
196,2,e_miss,-0.021926948714146268
196,2,both_miss,-0.024990000583289165
197,0,correct,-0.028320745432193428
197,0,m_miss,-0.02828778304632409
197,0,e_miss,-0.02916552505236854
197,0,both_miss,-0.026727906004877285
197,1,correct,-0.026688922492024387
197,1,m_miss,-0.028837981442491594
197,1,e_miss,-0.02719340831349869
197,1,both_miss,-0.028211223069218493
197,2,correct,-0.022736561225732227
197,2,m_miss,-0.0252769501779642
197,2,e_miss,-0.02066567208576453
197,2,both_miss,-0.024112658944434238
198,0,correct,-0.019162479225905527
198,0,m_miss,-0.01867705275079967
198,0,e_miss,-0.02420836013650258
198,0,both_miss,-0.019651110976016753
198,1,correct,-0.02243680612558077
198,1,m_miss,-0.023672289813120504
198,1,e_miss,-0.023893995392540727
198,1,both_miss,-0.024234992095085634
198,2,correct,-0.02319858291914804
198,2,m_miss,-0.025486416245840224
198,2,e_miss,-0.024214352472200974
198,2,both_miss,-0.02496984082181201
199,0,correct,-0.010643948133594084
199,0,m_miss,-0.013117136316322262
199,0,e_miss,-0.020676975528377387
199,0,both_miss,-0.005773726538649212
199,1,correct,-0.01670131515482129
199,1,m_miss,-0.020349189297320273
199,1,e_miss,-0.01472901676133144
199,1,both_miss,-0.020038207394904143
199,2,correct,-0.012293639485182303
199,2,m_miss,-0.01065567246890951
199,2,e_miss,-0.012555273814503507
199,2,both_miss,-0.014726839255561853
200,0,correct,-0.008130026170147022
200,0,m_miss,-0.00827143232196955
200,0,e_miss,-0.016443042327195387
200,0,both_miss,-0.02217348405892832
200,1,correct,-0.009352027315753459
200,1,m_miss,-0.009736042074542189
200,1,e_miss,-0.008837802555614995
200,1,both_miss,-0.009736366287559946
200,2,correct,-0.009361651630724555
200,2,m_miss,-0.01156300262773311
200,2,e_miss,-0.010823350382047106
200,2,both_miss,-0.014152240960494288
201,0,correct,-0.019685229988290233
201,0,m_miss,-0.02806147358023201
201,0,e_miss,-0.02514696389606468
201,0,both_miss,-0.0261832347080858
201,1,correct,-0.01590081072374946
201,1,m_miss,-0.03173329583625912
201,1,e_miss,-0.033889629497256386
201,1,both_miss,-0.04179052727627437
201,2,correct,-0.01929174880674137
201,2,m_miss,-0.020609294040415723
201,2,e_miss,-0.017369730433236863
201,2,both_miss,-0.014362407670658177
202,0,correct,-0.016382515818249326
202,0,m_miss,-0.023233403795384872
202,0,e_miss,-0.01818329648483969
202,0,both_miss,-0.028927432934390162
202,1,correct,-0.01922042410789436
202,1,m_miss,-0.01892155791018
202,1,e_miss,-0.021950718811865416
202,1,both_miss,-0.022599283775838138
202,2,correct,-0.013257570685673537
202,2,m_miss,-0.015757496678439845
202,2,e_miss,-0.0143984453926839
202,2,both_miss,-0.0193586757506989
203,0,correct,-0.011037450675766136
203,0,m_miss,-0.016788929348093645
203,0,e_miss,-0.015977195643533386
203,0,both_miss,-0.024395265138286108
203,1,correct,-0.016458658336106352
203,1,m_miss,-0.011751212301559328
203,1,e_miss,-0.0194656609319368
203,1,both_miss,-0.019708348452755983
203,2,correct,-0.015639822136741203
203,2,m_miss,-0.01881059439174294
203,2,e_miss,-0.021608663609235534
203,2,both_miss,-0.016786105420333753
204,0,correct,-0.00708580274551749
204,0,m_miss,-0.008912728324879797
204,0,e_miss,-0.011220664197278123
204,0,both_miss,-0.011381423839048799
204,1,correct,-0.016028175614981773
204,1,m_miss,-0.013158652375735408
204,1,e_miss,-0.02077904594390317
204,1,both_miss,-0.021458449294357623
204,2,correct,-0.011833691928929406
204,2,m_miss,-0.014595967504014009
204,2,e_miss,-0.018081663819435694
204,2,both_miss,-0.020078070900769577
205,0,correct,-0.017872664861402078
205,0,m_miss,-0.020344035724363694
205,0,e_miss,-0.01709226180463363
205,0,both_miss,-0.023630884036169975
205,1,correct,-0.02238050150551892
205,1,m_miss,-0.020219989221185897
205,1,e_miss,-0.021704464007828606
205,1,both_miss,-0.021083065753024353
205,2,correct,-0.019359349573364052
205,2,m_miss,-0.02284781695760163
205,2,e_miss,-0.02683552563271802
205,2,both_miss,-0.029183617284211295
206,0,correct,-0.018529076150873475
206,0,m_miss,-0.02463488286737591
206,0,e_miss,-0.023397253392950772
206,0,both_miss,-0.026252112858969962
206,1,correct,-0.01968439426269042
206,1,m_miss,-0.025229957687137587
206,1,e_miss,-0.024722232301714307
206,1,both_miss,-0.02755341742875471
206,2,correct,-0.015586197934873999
206,2,m_miss,-0.019020800482602202
206,2,e_miss,-0.018018325521136986
206,2,both_miss,-0.02078224650906251
207,0,correct,-0.020155807490558904
207,0,m_miss,-0.021779127890737618
207,0,e_miss,-0.024612015984146415
207,0,both_miss,-0.03154474765868577
207,1,correct,-0.02605846603958373
207,1,m_miss,-0.02925897394547692
207,1,e_miss,-0.025444548733068728
207,1,both_miss,-0.029358485990784708
207,2,correct,-0.01540138223686919
207,2,m_miss,-0.016207267852571417
207,2,e_miss,-0.022550660647188782
207,2,both_miss,-0.03164024305704012
208,0,correct,-0.02574057777442983
208,0,m_miss,-0.030935308502807943
208,0,e_miss,-0.030935308502807936
208,0,both_miss,-0.038139076215125294
208,1,correct,-0.026077542456797984
208,1,m_miss,-0.029532373906368783
208,1,e_miss,-0.029532373906368765
208,1,both_miss,-0.03528542042322159
208,2,correct,-0.028276469202433156
208,2,m_miss,-0.029968480972834662
208,2,e_miss,-0.029968480972834676
208,2,both_miss,-0.027816333527005098
209,0,correct,-0.013535673371367492
209,0,m_miss,-0.01911381196071091
209,0,e_miss,-0.014745163819746755
209,0,both_miss,-0.0231916012651819
209,1,correct,-0.016255479792752565
209,1,m_miss,-0.031194066626288326
209,1,e_miss,-0.01943679750695399
209,1,both_miss,-0.02855629798374548
209,2,correct,-0.017695823646581055
209,2,m_miss,-0.018399345478730553
209,2,e_miss,-0.018294091032142953
209,2,both_miss,-0.021376631052493534
210,0,correct,-0.013497430898584165
210,0,m_miss,-0.018670801615217367
210,0,e_miss,-0.013530069998944358
210,0,both_miss,-0.02164519570500779
210,1,correct,-0.024648945425725828
210,1,m_miss,-0.02709172403319495
210,1,e_miss,-0.028479770099618457
210,1,both_miss,-0.025869876997184044
210,2,correct,-0.019167402064320434
210,2,m_miss,-0.020217748692455625
210,2,e_miss,-0.02272167209631874
210,2,both_miss,-0.02332295915216943
211,0,correct,-0.023528031679084817
211,0,m_miss,-0.02562130595775765
211,0,e_miss,-0.025453102115335382
211,0,both_miss,-0.026401102925643294
211,1,correct,-0.024993399366466988
211,1,m_miss,-0.024849768647115935
211,1,e_miss,-0.0245595151755003
211,1,both_miss,-0.028120712355719286
211,2,correct,-0.023531898285287206
211,2,m_miss,-0.030183597016704096
211,2,e_miss,-0.029122863775102054
211,2,both_miss,-0.026941184559014952
212,0,correct,-0.014002409612223479
212,0,m_miss,-0.020242010692671814
212,0,e_miss,-0.011801729613035437
212,0,both_miss,-0.02077094473050424
212,1,correct,-0.01855491634425535
212,1,m_miss,-0.020397303974678597
212,1,e_miss,-0.024132854469979096
212,1,both_miss,-0.027342556977104887
212,2,correct,-0.016892671961513638
212,2,m_miss,-0.02124990230912341
212,2,e_miss,-0.0228112269632126
212,2,both_miss,-0.026551019033350172
213,0,correct,-0.00436901761161572
213,0,m_miss,-0.01803508101943455
213,0,e_miss,-0.022429015921139668
213,0,both_miss,-0.013003633388157689
213,1,correct,-0.016326184655370113
213,1,m_miss,-0.02124855952739831
213,1,e_miss,-0.02139548875172311
213,1,both_miss,-0.022376971016625558
213,2,correct,-0.013498825493124002
213,2,m_miss,-0.011901846005049564
